"Experiment 76";"2";"12";"0";"2015-12-17 20:46:31.738"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:32.117"
"Experiment 76";"2";"12";"1";"2015-12-17 20:46:37.513"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:37.698"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.219"
"Experiment 76";"2";"12";"1";"2015-12-17 20:46:39.223"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.223"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.223"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.231"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.231"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.232"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.232"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.232"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.233"
"Experiment 76";"2";"12";"1";"2015-12-17 20:46:39.233"
"Experiment 76";"2";"8";"1";"2015-12-17 20:46:39.233"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.234"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.234"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.239"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.246"
"Experiment 76";"2";"9";"1";"2015-12-17 20:46:39.251"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.251"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.251"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.252"
"Experiment 76";"2";"8";"1";"2015-12-17 20:46:39.292"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.41"
"Experiment 76";"2";"8";"1";"2015-12-17 20:46:39.453"
"Experiment 76";"2";"12";"1";"2015-12-17 20:46:39.483"
"Experiment 76";"2";"12";"1";"2015-12-17 20:46:39.512"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:39.554"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:40.421"
"Experiment 76";"2";"12";"1";"2015-12-17 20:46:40.445"
"Experiment 76";"2";"10";"0";"2015-12-17 20:46:40.455"
"Experiment 76";"2";"10";"1";"2015-12-17 20:46:40.551"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:40.619"
"Experiment 76";"2";"8";"1";"2015-12-17 20:46:40.654"
"Experiment 76";"2";"9";"1";"2015-12-17 20:46:40.674"
"Experiment 76";"2";"9";"0";"2015-12-17 20:46:40.681"
"Experiment 76";"2";"10";"1";"2015-12-17 20:46:40.699"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:40.835"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:41.113"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:41.2"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:41.242"
"Experiment 76";"2";"11";"0";"2015-12-17 20:46:41.385"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:41.554"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:41.836"
"Experiment 76";"2";"12";"1";"2015-12-17 20:46:41.861"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:41.906"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:41.988"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:41.995"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:42.352"
"Experiment 76";"2";"12";"1";"2015-12-17 20:46:42.445"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:42.714"
"Experiment 76";"2";"11";"1";"2015-12-17 20:46:43.048"
"Experiment 76";"2";"8";"1";"2015-12-17 20:46:43.048"
"Experiment 76";"2";"11";"1";"2015-12-17 20:46:43.049"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:43.049"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:43.049"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:43.05"
"Experiment 76";"2";"9";"1";"2015-12-17 20:46:43.05"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:43.064"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:43.064"
"Experiment 76";"2";"8";"0";"2015-12-17 20:46:43.064"
"Experiment 76";"2";"12";"0";"2015-12-17 20:46:43.065"
"Experiment 76";"2";"8";"1";"2015-12-17 20:46:43.065"
"Experiment 76";"2";"12";"1";"2015-12-17 20:46:43.065"
