"5";"20";"2015-12-18 17:34:03.305"
"5";"18";"2015-12-18 17:34:03.305"
"5";"21";"2015-12-18 17:34:03.304"
"6";"17";"2015-12-18 17:34:03.305"
"6";"17";"2015-12-18 17:34:03.468"
"6";"31";"2015-12-18 17:34:03.503"
"6";"14";"2015-12-18 17:34:03.508"
"6";"18";"2015-12-18 17:34:03.514"
"6";"12";"2015-12-18 17:34:03.517"
"6";"43";"2015-12-18 17:34:03.526"
"5";"27";"2015-12-18 17:34:03.534"
"6";"10";"2015-12-18 17:34:03.588"
"6";"3";"2015-12-18 17:34:03.639"
"5";"16";"2015-12-18 17:34:03.649"
"5";"6";"2015-12-18 17:34:03.673"
"6";"35";"2015-12-18 17:34:03.669"
"5";"5";"2015-12-18 17:34:04.665"
"5";"24";"2015-12-18 17:34:04.666"
"6";"6";"2015-12-18 17:34:04.667"
"5";"38";"2015-12-18 17:34:05.781"
"6";"25";"2015-12-18 17:34:05.781"
"6";"30";"2015-12-18 17:34:05.783"
"6";"3";"2015-12-18 17:34:05.787"
"5";"20";"2015-12-18 17:34:05.788"
"5";"1";"2015-12-18 17:34:05.928"
"5";"17";"2015-12-18 17:34:05.929"
"5";"42";"2015-12-18 17:34:05.931"
"5";"30";"2015-12-18 17:34:05.932"
"5";"7";"2015-12-18 17:34:05.937"
"5";"33";"2015-12-18 17:34:05.941"
"5";"31";"2015-12-18 17:34:05.942"
"6";"48";"2015-12-18 17:34:05.945"
"6";"37";"2015-12-18 17:34:05.946"
"6";"1";"2015-12-18 17:34:05.947"
"5";"6";"2015-12-18 17:34:05.959"
"5";"10";"2015-12-18 17:34:05.965"
"5";"47";"2015-12-18 17:34:05.973"
"6";"31";"2015-12-18 17:34:05.974"
"5";"44";"2015-12-18 17:34:05.975"
"6";"35";"2015-12-18 17:34:06.149"
"6";"25";"2015-12-18 17:34:06.15"
"5";"11";"2015-12-18 17:34:06.241"
"6";"39";"2015-12-18 17:34:06.248"
"6";"38";"2015-12-18 17:34:06.256"
"6";"15";"2015-12-18 17:34:06.258"
"5";"25";"2015-12-18 17:34:06.579"
"5";"6";"2015-12-18 17:34:06.597"
"6";"43";"2015-12-18 17:34:06.603"
"6";"12";"2015-12-18 17:34:06.619"
"6";"47";"2015-12-18 17:34:06.645"
"6";"11";"2015-12-18 17:34:06.657"
"5";"34";"2015-12-18 17:34:06.697"
"5";"43";"2015-12-18 17:34:07.581"
"5";"35";"2015-12-18 17:35:10.449"
"6";"8";"2015-12-18 17:35:10.449"
"6";"22";"2015-12-18 17:35:11.888"
"5";"38";"2015-12-18 17:35:13.142"
"6";"40";"2015-12-18 17:35:13.33"
"6";"12";"2015-12-18 17:35:14.822"
"5";"34";"2015-12-18 17:35:14.822"
"5";"37";"2015-12-18 17:35:14.827"
"6";"11";"2015-12-18 17:35:14.849"
"5";"36";"2015-12-18 17:35:14.849"
"6";"14";"2015-12-18 17:35:14.851"
"6";"15";"2015-12-18 17:35:14.858"
"6";"16";"2015-12-18 17:35:14.86"
"6";"13";"2015-12-18 17:35:14.877"
"5";"42";"2015-12-18 17:35:14.877"
"5";"39";"2015-12-18 17:35:14.881"
"5";"26";"2015-12-18 17:35:14.898"
"5";"38";"2015-12-18 17:35:14.922"
"5";"25";"2015-12-18 17:35:14.922"
"6";"3";"2015-12-18 17:35:14.924"
"5";"28";"2015-12-18 17:35:14.926"
"6";"0";"2015-12-18 17:35:14.933"
"6";"2";"2015-12-18 17:35:14.935"
"6";"1";"2015-12-18 17:35:14.941"
"5";"41";"2015-12-18 17:35:14.975"
"6";"7";"2015-12-18 17:35:14.985"
"5";"33";"2015-12-18 17:35:15.034"
"6";"6";"2015-12-18 17:35:15.129"
"6";"27";"2015-12-18 17:35:15.13"
"5";"32";"2015-12-18 17:35:15.153"
"6";"29";"2015-12-18 17:35:15.316"
"6";"34";"2015-12-18 17:35:15.34"
"6";"30";"2015-12-18 17:35:15.362"
"5";"4";"2015-12-18 17:35:15.363"
"6";"32";"2015-12-18 17:35:15.364"
"5";"8";"2015-12-18 17:35:15.388"
"5";"5";"2015-12-18 17:35:15.395"
"5";"7";"2015-12-18 17:35:15.417"
"6";"5";"2015-12-18 17:35:15.435"
"5";"3";"2015-12-18 17:35:15.511"
"5";"30";"2015-12-18 17:35:15.551"
"6";"18";"2015-12-18 17:35:15.573"
"5";"9";"2015-12-18 17:35:15.575"
"6";"4";"2015-12-18 17:35:15.576"
"6";"33";"2015-12-18 17:35:15.576"
"5";"27";"2015-12-18 17:35:15.577"
"5";"31";"2015-12-18 17:35:15.582"
"5";"6";"2015-12-18 17:35:15.585"
"5";"2";"2015-12-18 17:35:15.587"
"6";"26";"2015-12-18 17:35:15.663"
"6";"17";"2015-12-18 17:35:15.709"
"5";"44";"2015-12-18 17:35:15.783"
"6";"28";"2015-12-18 17:35:15.786"
"5";"47";"2015-12-18 17:35:15.857"
"6";"30";"2015-12-18 17:35:16.005"
"5";"42";"2015-12-18 17:35:16.143"
"6";"2";"2015-12-18 17:35:16.174"
"5";"24";"2015-12-18 17:35:16.274"
"6";"6";"2015-12-18 17:35:16.528"
"5";"44";"2015-12-18 17:35:16.531"
"6";"12";"2015-12-18 17:35:16.703"
"6";"26";"2015-12-18 17:35:16.713"
"6";"38";"2015-12-18 17:35:16.756"
"5";"48";"2015-12-18 17:35:16.817"
"6";"18";"2015-12-18 17:35:16.82"
"5";"0";"2015-12-18 17:35:16.822"
"6";"14";"2015-12-18 17:35:16.822"
"5";"14";"2015-12-18 17:35:17.028"
"5";"19";"2015-12-18 17:35:17.029"
"5";"10";"2015-12-18 17:35:17.03"
"6";"44";"2015-12-18 17:35:17.032"
"6";"7";"2015-12-18 17:35:17.247"
"6";"36";"2015-12-18 17:35:17.251"
"5";"18";"2015-12-18 17:35:17.338"
"6";"4";"2015-12-18 17:35:17.339"
"6";"43";"2015-12-18 17:35:17.357"
"5";"6";"2015-12-18 17:35:17.36"
"6";"35";"2015-12-18 17:35:17.407"
"5";"47";"2015-12-18 17:35:17.426"
"5";"1";"2015-12-18 17:35:17.426"
"5";"3";"2015-12-18 17:35:17.429"
"5";"31";"2015-12-18 17:35:17.429"
"6";"31";"2015-12-18 17:35:17.59"
"6";"3";"2015-12-18 17:35:17.602"
"5";"43";"2015-12-18 17:35:17.604"
"6";"40";"2015-12-18 17:35:17.607"
"6";"10";"2015-12-18 17:35:17.611"
"5";"24";"2015-12-18 17:35:17.612"
"5";"20";"2015-12-18 17:35:17.664"
"5";"46";"2015-12-18 17:35:17.773"
"5";"5";"2015-12-18 17:35:17.775"
"6";"39";"2015-12-18 17:35:17.784"
"5";"2";"2015-12-18 17:35:17.818"
"6";"34";"2015-12-18 17:35:18.162"
"5";"34";"2015-12-18 17:35:18.165"
"6";"43";"2015-12-18 17:35:18.168"
"5";"23";"2015-12-18 17:35:18.17"
"5";"28";"2015-12-18 17:35:18.172"
"6";"17";"2015-12-18 17:35:18.174"
"6";"30";"2015-12-18 17:35:18.177"
"5";"20";"2015-12-18 17:35:18.176"
"5";"27";"2015-12-18 17:35:18.187"
"6";"16";"2015-12-18 17:35:18.209"
"5";"22";"2015-12-18 17:35:18.215"
"6";"32";"2015-12-18 17:35:18.216"
"5";"6";"2015-12-18 17:35:18.222"
"6";"39";"2015-12-18 17:35:18.256"
"5";"33";"2015-12-18 17:35:18.268"
"6";"13";"2015-12-18 17:35:18.271"
"6";"6";"2015-12-18 17:35:18.288"
"6";"43";"2015-12-18 17:35:18.31"
"5";"3";"2015-12-18 17:35:18.341"
"6";"3";"2015-12-18 17:35:18.813"
"6";"15";"2015-12-18 17:35:19.594"
"6";"16";"2015-12-18 17:35:19.595"
"5";"25";"2015-12-18 17:35:19.595"
"6";"24";"2015-12-18 17:35:19.596"
"6";"2";"2015-12-18 17:35:19.689"
"5";"17";"2015-12-18 17:35:19.691"
"5";"1";"2015-12-18 17:35:19.693"
"6";"11";"2015-12-18 17:35:19.694"
"5";"34";"2015-12-18 17:35:19.749"
"5";"42";"2015-12-18 17:35:20.337"
"5";"31";"2015-12-18 17:35:20.338"
"6";"1";"2015-12-18 17:35:20.365"
"5";"11";"2015-12-18 17:35:20.901"
"6";"38";"2015-12-18 17:35:20.906"
"5";"10";"2015-12-18 17:35:20.915"
"5";"35";"2015-12-18 17:35:20.927"
"5";"16";"2015-12-18 17:35:20.934"
"6";"35";"2015-12-18 17:35:21.326"
"6";"26";"2015-12-18 17:35:21.343"
"5";"7";"2015-12-18 17:35:21.413"
"5";"43";"2015-12-18 17:35:21.415"
"6";"37";"2015-12-18 17:35:21.469"
"5";"21";"2015-12-18 17:35:21.473"
"6";"25";"2015-12-18 17:35:21.475"
"5";"47";"2015-12-18 17:35:21.476"
"6";"31";"2015-12-18 17:35:21.494"
"5";"48";"2015-12-18 17:35:21.495"
"5";"30";"2015-12-18 17:35:21.496"
"6";"12";"2015-12-18 17:35:21.498"
"6";"17";"2015-12-18 17:35:21.505"
"5";"6";"2015-12-18 17:35:21.53"
"5";"44";"2015-12-18 17:35:21.541"
"6";"48";"2015-12-18 17:35:21.552"
"6";"25";"2015-12-18 17:35:21.59"
"5";"38";"2015-12-18 17:35:21.591"
"6";"12";"2015-12-18 17:35:22.072"
"6";"47";"2015-12-18 17:35:22.122"
"5";"35";"2015-12-18 17:35:55.903"
"6";"8";"2015-12-18 17:35:55.903"
"5";"38";"2015-12-18 17:35:57.351"
"6";"22";"2015-12-18 17:35:57.879"
"5";"47";"2015-12-18 17:35:58.809"
"6";"40";"2015-12-18 17:35:59.862"
"6";"13";"2015-12-18 17:36:00.316"
"5";"37";"2015-12-18 17:36:00.316"
"6";"12";"2015-12-18 17:36:00.317"
"6";"16";"2015-12-18 17:36:00.319"
"5";"34";"2015-12-18 17:36:00.361"
"5";"39";"2015-12-18 17:36:00.361"
"5";"41";"2015-12-18 17:36:00.361"
"6";"11";"2015-12-18 17:36:00.362"
"5";"38";"2015-12-18 17:36:00.362"
"5";"36";"2015-12-18 17:36:00.37"
"5";"42";"2015-12-18 17:36:00.374"
"6";"15";"2015-12-18 17:36:00.376"
"5";"25";"2015-12-18 17:36:00.383"
"6";"14";"2015-12-18 17:36:00.385"
"6";"1";"2015-12-18 17:36:00.386"
"5";"28";"2015-12-18 17:36:00.423"
"5";"33";"2015-12-18 17:36:00.428"
"5";"3";"2015-12-18 17:36:00.451"
"6";"3";"2015-12-18 17:36:00.455"
"6";"6";"2015-12-18 17:36:00.456"
"5";"31";"2015-12-18 17:36:00.458"
"5";"32";"2015-12-18 17:36:00.468"
"5";"26";"2015-12-18 17:36:00.475"
"6";"2";"2015-12-18 17:36:00.531"
"5";"27";"2015-12-18 17:36:00.533"
"6";"0";"2015-12-18 17:36:00.54"
"6";"26";"2015-12-18 17:36:00.541"
"5";"2";"2015-12-18 17:36:00.547"
"6";"4";"2015-12-18 17:36:00.563"
"6";"29";"2015-12-18 17:36:00.575"
"6";"27";"2015-12-18 17:36:00.587"
"6";"5";"2015-12-18 17:36:00.605"
"6";"28";"2015-12-18 17:36:00.619"
"5";"4";"2015-12-18 17:36:00.637"
"6";"7";"2015-12-18 17:36:00.647"
"6";"34";"2015-12-18 17:36:00.667"
"5";"6";"2015-12-18 17:36:00.674"
"5";"8";"2015-12-18 17:36:00.696"
"6";"18";"2015-12-18 17:36:00.706"
"6";"30";"2015-12-18 17:36:00.734"
"5";"5";"2015-12-18 17:36:00.746"
"5";"30";"2015-12-18 17:36:00.759"
"5";"9";"2015-12-18 17:36:00.802"
"6";"32";"2015-12-18 17:36:00.967"
"5";"44";"2015-12-18 17:36:00.976"
"6";"17";"2015-12-18 17:36:00.987"
"6";"33";"2015-12-18 17:36:00.992"
"5";"7";"2015-12-18 17:36:01.058"
"5";"22";"2015-12-18 17:36:01.577"
"5";"14";"2015-12-18 17:36:01.702"
"5";"18";"2015-12-18 17:36:01.704"
"6";"40";"2015-12-18 17:36:01.789"
"5";"6";"2015-12-18 17:36:01.917"
"5";"42";"2015-12-18 17:36:01.985"
"6";"13";"2015-12-18 17:36:02.014"
"5";"20";"2015-12-18 17:36:02.087"
"6";"44";"2015-12-18 17:36:02.1"
"6";"7";"2015-12-18 17:36:02.123"
"5";"10";"2015-12-18 17:36:02.192"
"6";"2";"2015-12-18 17:36:02.228"
"6";"26";"2015-12-18 17:36:02.265"
"6";"6";"2015-12-18 17:36:02.385"
"5";"28";"2015-12-18 17:36:02.414"
"5";"44";"2015-12-18 17:36:02.447"
"5";"23";"2015-12-18 17:36:02.774"
"6";"38";"2015-12-18 17:36:02.795"
"6";"16";"2015-12-18 17:36:02.797"
"6";"36";"2015-12-18 17:36:02.854"
"5";"38";"2015-12-18 17:36:03.009"
"6";"35";"2015-12-18 17:36:03.039"
"6";"39";"2015-12-18 17:36:03.055"
"6";"32";"2015-12-18 17:36:03.071"
"5";"47";"2015-12-18 17:36:03.071"
"6";"3";"2015-12-18 17:36:03.143"
"5";"35";"2015-12-18 17:36:03.157"
"6";"12";"2015-12-18 17:36:03.253"
"6";"10";"2015-12-18 17:36:03.285"
"5";"34";"2015-12-18 17:36:03.29"
"5";"0";"2015-12-18 17:36:03.294"
"5";"24";"2015-12-18 17:36:03.297"
"5";"43";"2015-12-18 17:36:03.298"
"5";"27";"2015-12-18 17:36:03.334"
"6";"34";"2015-12-18 17:36:03.339"
"6";"26";"2015-12-18 17:36:03.349"
"5";"11";"2015-12-18 17:36:03.35"
"5";"5";"2015-12-18 17:36:03.352"
"6";"30";"2015-12-18 17:36:03.367"
"6";"4";"2015-12-18 17:36:03.433"
"5";"2";"2015-12-18 17:36:03.474"
"5";"19";"2015-12-18 17:36:03.496"
"6";"14";"2015-12-18 17:36:03.528"
"5";"34";"2015-12-18 17:36:03.683"
"6";"48";"2015-12-18 17:36:03.685"
"6";"18";"2015-12-18 17:36:03.685"
"5";"46";"2015-12-18 17:36:03.713"
"6";"43";"2015-12-18 17:36:03.738"
"5";"3";"2015-12-18 17:36:03.743"
"6";"17";"2015-12-18 17:36:03.762"
"6";"2";"2015-12-18 17:36:03.764"
"6";"31";"2015-12-18 17:36:03.857"
"5";"44";"2015-12-18 17:36:03.863"
"5";"48";"2015-12-18 17:36:03.887"
"6";"24";"2015-12-18 17:36:04.041"
"5";"31";"2015-12-18 17:36:04.086"
"5";"24";"2015-12-18 17:36:04.093"
"5";"10";"2015-12-18 17:36:04.094"
"6";"16";"2015-12-18 17:36:04.097"
"5";"1";"2015-12-18 17:36:04.096"
"6";"3";"2015-12-18 17:36:04.181"
"6";"30";"2015-12-18 17:36:04.272"
"5";"47";"2015-12-18 17:36:04.285"
"6";"43";"2015-12-18 17:36:04.482"
"5";"30";"2015-12-18 17:36:04.586"
"6";"31";"2015-12-18 17:36:04.605"
"5";"6";"2015-12-18 17:36:04.607"
"6";"37";"2015-12-18 17:36:04.926"
"6";"1";"2015-12-18 17:36:04.932"
"6";"11";"2015-12-18 17:36:04.929"
"5";"42";"2015-12-18 17:36:04.987"
"5";"6";"2015-12-18 17:36:05.333"
"6";"12";"2015-12-18 17:36:05.333"
"6";"47";"2015-12-18 17:36:05.335"
"5";"7";"2015-12-18 17:36:06.113"
"5";"20";"2015-12-18 17:36:06.121"
"5";"25";"2015-12-18 17:36:06.121"
"6";"38";"2015-12-18 17:36:06.122"
"6";"17";"2015-12-18 17:36:06.176"
"5";"21";"2015-12-18 17:36:06.193"
"5";"16";"2015-12-18 17:36:06.208"
"5";"43";"2015-12-18 17:36:06.216"
"6";"25";"2015-12-18 17:36:06.205"
"5";"1";"2015-12-18 17:36:06.197"
"6";"6";"2015-12-18 17:36:06.194"
"6";"39";"2015-12-18 17:36:06.194"
"6";"43";"2015-12-18 17:36:06.527"
"5";"3";"2015-12-18 17:36:06.84"
"6";"12";"2015-12-18 17:36:07.822"
"6";"15";"2015-12-18 17:36:07.826"
"6";"25";"2015-12-18 17:36:07.827"
"5";"48";"2015-12-18 17:36:07.845"
"6";"35";"2015-12-18 17:36:07.988"
"5";"17";"2015-12-18 17:36:08.487"
"5";"33";"2015-12-18 17:36:08.494"
"5";"31";"2015-12-18 17:36:08.493"
"6";"8";"2015-12-18 17:37:59.926"
"5";"35";"2015-12-18 17:37:59.926"
"5";"38";"2015-12-18 17:38:01.412"
"6";"22";"2015-12-18 17:38:01.62"
"5";"47";"2015-12-18 17:38:02.907"
"6";"40";"2015-12-18 17:38:03.339"
"5";"39";"2015-12-18 17:38:04.458"
"6";"12";"2015-12-18 17:38:04.458"
"5";"36";"2015-12-18 17:38:04.459"
"5";"42";"2015-12-18 17:38:04.459"
"5";"34";"2015-12-18 17:38:04.46"
"5";"38";"2015-12-18 17:38:04.48"
"6";"16";"2015-12-18 17:38:04.48"
"6";"1";"2015-12-18 17:38:04.481"
"6";"14";"2015-12-18 17:38:04.482"
"5";"41";"2015-12-18 17:38:04.483"
"6";"11";"2015-12-18 17:38:04.501"
"5";"26";"2015-12-18 17:38:04.503"
"6";"0";"2015-12-18 17:38:04.505"
"6";"4";"2015-12-18 17:38:04.507"
"6";"13";"2015-12-18 17:38:04.512"
"5";"37";"2015-12-18 17:38:04.514"
"6";"15";"2015-12-18 17:38:04.515"
"6";"27";"2015-12-18 17:38:04.538"
"5";"31";"2015-12-18 17:38:04.541"
"5";"27";"2015-12-18 17:38:04.543"
"6";"26";"2015-12-18 17:38:04.545"
"6";"6";"2015-12-18 17:38:04.546"
"5";"2";"2015-12-18 17:38:04.548"
"5";"30";"2015-12-18 17:38:04.565"
"6";"7";"2015-12-18 17:38:04.597"
"6";"2";"2015-12-18 17:38:04.63"
"5";"3";"2015-12-18 17:38:04.641"
"5";"25";"2015-12-18 17:38:04.646"
"6";"3";"2015-12-18 17:38:04.669"
"5";"28";"2015-12-18 17:38:04.676"
"6";"29";"2015-12-18 17:38:04.679"
"6";"5";"2015-12-18 17:38:04.69"
"5";"5";"2015-12-18 17:38:04.717"
"5";"7";"2015-12-18 17:38:04.782"
"5";"44";"2015-12-18 17:38:04.84"
"5";"8";"2015-12-18 17:38:04.887"
"6";"17";"2015-12-18 17:38:04.951"
"5";"9";"2015-12-18 17:38:04.993"
"6";"34";"2015-12-18 17:38:05.046"
"6";"33";"2015-12-18 17:38:05.173"
"6";"32";"2015-12-18 17:38:05.183"
"6";"28";"2015-12-18 17:38:05.195"
"5";"4";"2015-12-18 17:38:05.202"
"5";"32";"2015-12-18 17:38:05.257"
"6";"30";"2015-12-18 17:38:05.26"
"5";"33";"2015-12-18 17:38:05.264"
"6";"18";"2015-12-18 17:38:05.275"
"5";"6";"2015-12-18 17:38:05.283"
"6";"12";"2015-12-18 17:38:05.765"
"6";"31";"2015-12-18 17:38:05.814"
"5";"28";"2015-12-18 17:38:05.822"
"5";"20";"2015-12-18 17:38:05.822"
"5";"10";"2015-12-18 17:38:05.83"
"6";"34";"2015-12-18 17:38:05.94"
"5";"0";"2015-12-18 17:38:06.015"
"5";"14";"2015-12-18 17:38:06.135"
"6";"4";"2015-12-18 17:38:06.234"
"5";"43";"2015-12-18 17:38:06.253"
"5";"27";"2015-12-18 17:38:06.255"
"6";"3";"2015-12-18 17:38:06.294"
"5";"42";"2015-12-18 17:38:06.377"
"6";"6";"2015-12-18 17:38:06.508"
"6";"32";"2015-12-18 17:38:06.518"
"5";"31";"2015-12-18 17:38:06.537"
"6";"35";"2015-12-18 17:38:06.593"
"5";"44";"2015-12-18 17:38:06.678"
"5";"2";"2015-12-18 17:38:06.711"
"5";"47";"2015-12-18 17:38:06.717"
"6";"35";"2015-12-18 17:38:06.806"
"6";"14";"2015-12-18 17:38:06.808"
"5";"24";"2015-12-18 17:38:07.171"
"6";"6";"2015-12-18 17:38:07.173"
"5";"23";"2015-12-18 17:38:07.173"
"6";"43";"2015-12-18 17:38:07.179"
"5";"18";"2015-12-18 17:38:07.187"
"5";"47";"2015-12-18 17:38:07.202"
"5";"10";"2015-12-18 17:38:07.223"
"6";"17";"2015-12-18 17:38:07.228"
"6";"10";"2015-12-18 17:38:07.229"
"5";"44";"2015-12-18 17:38:07.23"
"5";"3";"2015-12-18 17:38:07.29"
"6";"18";"2015-12-18 17:38:07.416"
"6";"16";"2015-12-18 17:38:07.431"
"6";"30";"2015-12-18 17:38:07.436"
"6";"7";"2015-12-18 17:38:07.452"
"6";"26";"2015-12-18 17:38:07.459"
"5";"1";"2015-12-18 17:38:07.499"
"6";"36";"2015-12-18 17:38:07.674"
"5";"5";"2015-12-18 17:38:07.858"
"6";"44";"2015-12-18 17:38:07.86"
"6";"17";"2015-12-18 17:38:07.862"
"5";"6";"2015-12-18 17:38:07.863"
"6";"2";"2015-12-18 17:38:07.913"
"6";"40";"2015-12-18 17:38:07.921"
"6";"39";"2015-12-18 17:38:07.925"
"5";"46";"2015-12-18 17:38:07.925"
"5";"48";"2015-12-18 17:38:07.933"
"6";"38";"2015-12-18 17:38:07.965"
"5";"22";"2015-12-18 17:38:07.978"
"5";"25";"2015-12-18 17:38:07.982"
"5";"31";"2015-12-18 17:38:08.038"
"5";"35";"2015-12-18 17:38:08.041"
"5";"34";"2015-12-18 17:38:08.042"
"5";"19";"2015-12-18 17:38:08.065"
"6";"38";"2015-12-18 17:38:08.066"
"5";"16";"2015-12-18 17:38:08.068"
"6";"47";"2015-12-18 17:38:08.069"
"6";"13";"2015-12-18 17:38:08.07"
"5";"6";"2015-12-18 17:38:08.07"
"5";"42";"2015-12-18 17:38:08.388"
"5";"24";"2015-12-18 17:38:08.39"
"6";"11";"2015-12-18 17:38:08.531"
"5";"6";"2015-12-18 17:38:08.661"
"6";"30";"2015-12-18 17:38:08.68"
"6";"25";"2015-12-18 17:38:08.68"
"5";"7";"2015-12-18 17:38:09.263"
"5";"20";"2015-12-18 17:38:09.29"
"6";"12";"2015-12-18 17:38:09.306"
"5";"30";"2015-12-18 17:38:09.375"
"6";"39";"2015-12-18 17:38:09.375"
"6";"12";"2015-12-18 17:38:09.812"
"6";"31";"2015-12-18 17:38:09.813"
"6";"24";"2015-12-18 17:38:10.235"
"5";"1";"2015-12-18 17:38:10.24"
"5";"11";"2015-12-18 17:38:10.715"
"5";"17";"2015-12-18 17:38:10.717"
"6";"25";"2015-12-18 17:38:11.008"
"6";"16";"2015-12-18 17:38:11.028"
"6";"1";"2015-12-18 17:38:11.037"
"6";"15";"2015-12-18 17:38:11.037"
"5";"43";"2015-12-18 17:38:11.092"
"6";"37";"2015-12-18 17:38:11.672"
"6";"26";"2015-12-18 17:38:11.672"
"6";"43";"2015-12-18 17:38:11.676"
"6";"2";"2015-12-18 17:38:12.076"
"5";"48";"2015-12-18 17:38:12.084"
"6";"43";"2015-12-18 17:38:12.078"
"5";"33";"2015-12-18 17:38:12.086"
"5";"38";"2015-12-18 17:38:12.087"
"6";"3";"2015-12-18 17:38:12.084"
"5";"3";"2015-12-18 17:38:12.089"
"5";"34";"2015-12-18 17:38:12.095"
"6";"48";"2015-12-18 17:38:12.097"
"5";"21";"2015-12-18 17:38:12.102"
"6";"8";"2015-12-18 17:38:48.637"
"5";"35";"2015-12-18 17:38:48.638"
"6";"22";"2015-12-18 17:38:50.891"
"5";"38";"2015-12-18 17:38:51.628"
"6";"40";"2015-12-18 17:38:53.151"
"5";"47";"2015-12-18 17:38:54.624"
"5";"34";"2015-12-18 17:38:55.449"
"5";"36";"2015-12-18 17:38:55.471"
